book_id,location.city,location.country,location.world,mood,period.century,period.era,period.historical_event_context,source
10806004,,,real,"tense, mysterious, lonely",,,,mistral-large-latest
11712594,,,fictional,"tehlikeli, gerilimli",,fantasy,,mistral-large-latest
10806006,,United States,real,"charming, infectious",21st,contemporary,,mistral-large-latest
581169,,United Kingdom,real,"lighthearted, warm",19th,Victorian/Edwardian,,mistral-large-latest
9784572,,,real,engaging,,contemporary,,mistral-large-latest
25501127,Nea Agglia,Greece,real,"oppressive, foreboding, introspective",20th,post-war,,mistral-large-latest
105639,,United States,real,"uneasy, claustrophobic",21st,contemporary,,mistral-large-latest
105638,Connecticut,United States,real,"uproarious, reflective",20th,,,mistral-large-latest
18955715,,,fictional,"dangerous, desperate",,,,mistral-large-latest
31291952,,,fictional,"tense, urgent, melancholic",future,distant future,,mistral-large-latest
13398212,,,fictional,"tense, urgent",,futuristic,,mistral-large-latest
23615336,,,fictional,"suspenseful, desperate",,,,mistral-large-latest
12435882,,,real,"festive, playful",,contemporary,,mistral-large-latest
6459501,,United States,real,"thrilling, engaging",,contemporary,,mistral-large-latest
3116771,,,mixed,"suspenseful, paranoid",20th,Cold War,space race,mistral-large-latest
23825456,,,fictional,"exciting, adventurous, romantic",,futuristic,,mistral-large-latest
30199811,,,real,"playful, wondrous",,contemporary,,mistral-large-latest
3473240,,,fictional,"foreboding, urgent",,,,mistral-large-latest
19035291,Tomilinė,Lithuania,real,"tense, suspenseful",20,contemporary,,mistral-large-latest
7465463,,,real,"hopeful, urgent",1st,Early Christian,"Roman Empire, early church persecution",mistral-large-latest
6719824,,England,real,"tense, dangerous",18th,Age of Sail,,mistral-large-latest
12504534,,,real,,,,,mistral-large-latest
6719823,Hong Kong,China,real,"tense, longing",,,,mistral-large-latest
1403505,New York City,United States,real,"humorous, emotional",21st,contemporary,,mistral-large-latest
9848978,,,real,"suspenseful, passionate",,,,mistral-large-latest
21820225,,United Kingdom,real,"claustrophobic, intriguing",20th,Golden Age of Detective Fiction,,mistral-large-latest
19115865,,,fictional,"cynical, tense",23,futuristic,,mistral-large-latest
14287194,,,real,"calm, hopeful",,contemporary,,mistral-large-latest
24089666,,Japan,real,"warm, lighthearted",,contemporary,,mistral-large-latest
14287192,,,real,"engaging, fun",,,,mistral-large-latest
9858341,Tokyo,Japan,real,"surreal, tense",21,modern,,mistral-large-latest
351696,,,real,"fearful, fascinating",,,,mistral-large-latest
351698,,United States,real,"adventurous, reflective",18th,colonial America,,mistral-large-latest
30309543,,,real,"tense, melancholic",,contemporary,,mistral-large-latest
13648085,,Colombia,real,"tense, suspenseful, dangerous",21st,contemporary,,mistral-large-latest
14287198,,,real,"inspirational, hopeful",,,,mistral-large-latest
11731785,,"Sudan, Somalia, North America",real,"intense, shocking, profound",,"ancient, modern",Sudanese civil war,mistral-large-latest
11731786,,,real,"tense, foreboding",21st,contemporary,resource depletion crisis,mistral-large-latest
11731782,Chicago,United States,mixed,"uneasy, suspenseful",21st,contemporary,,mistral-large-latest
16640015,,,mixed,"tense, holiday cheer",,contemporary,Christmas,mistral-large-latest
25181935,,Africa,real,"romantic, exciting",,contemporary,,mistral-large-latest
34104667,,,real,"tense, forbidden",,,,mistral-large-latest
17740337,,South Africa,real,"gripping, high-stakes",21st,modern,,mistral-large-latest
23615339,London,United Kingdom,real,"dark, oppressive",19th,Victorian,Gaslight era,mistral-large-latest
929945,,,real,"mysterious, adventurous",,,,mistral-large-latest
22796932,,Scotland,real,"tense, chaotic, emotional",,contemporary,,mistral-large-latest
30525376,,,real,"tense, hopeful, melancholic",,contemporary,,mistral-large-latest
1006140,,United States,real,"hopeful, melancholic",,contemporary,,mistral-large-latest
15920987,,Germany,real,"thought-provoking, reflective",20th,modern,,mistral-large-latest
34443445,Milwaukee,United States,real,"hopeful, melancholic",21st,contemporary,,mistral-large-latest
12158822,Soreni,Italy,real,"melancholic, contemplative",20th,post-World War II,,mistral-large-latest
802870,,United States,real,"amusing, playful",20th,,,mistral-large-latest
4608421,,Cambodia,real,"dangerous, clandestine",,ancient,,mistral-large-latest
802872,,,fictional,"exciting, strategic",,,,mistral-large-latest
8244283,,,real,"uneasy, paranoid, obsessive",,contemporary,,mistral-large-latest
9036325,,,fictional,"tense, adventurous",,medieval-inspired,,mistral-large-latest
34893712,,United Kingdom,real,"somber, reflective",20th,post-World War II,End of World War II,mistral-large-latest
25937301,Londra,Birleşik Krallık,real,"ciddi, iddialı",19,Sanayi Devrimi,1848 Devrimleri,mistral-large-latest
27879034,,,real,"melancholic, festive",,,,mistral-large-latest
25937307,,,real,,,,,mistral-large-latest
26100522,Shiver Cove,,real,"uneasy, mysterious",,contemporary,,mistral-large-latest
1167728,,"United States, United Kingdom",real,"inspirational, tense",20th,Great Depression,Stock Market Crash of 1929,mistral-large-latest
19396714,,,real,,,,,mistral-large-latest
10835294,,United States,fictional,"tense, engaging",,contemporary,,mistral-large-latest
10835295,,United States,mixed,"tense, emotional",21st,contemporary,,mistral-large-latest
26100528,Castine,United States,real,"melancholic, mysterious",21st,contemporary,,mistral-large-latest
831611,,,real,practical,21st,modern,,mistral-large-latest
16114775,,,real,"intriguing, paranoid",,contemporary,,mistral-large-latest
11497621,,,real,"apasionado, melodramático",,,,mistral-large-latest
16114777,,United States,real,"introspective, warm",21st,contemporary,,mistral-large-latest
891444,"Chicago, small towns in southern Illinois",United States,real,"tense, thrilling, dangerous",20th or 21st,contemporary,,mistral-large-latest
35503050,,Japan,fictional,"foreboding, oppressive",,,,mistral-large-latest
16114773,,,mixed,"mysterious, eerie",,,,mistral-large-latest
21964472,,,real,"contemplative, inspirational",,,,mistral-large-latest
891448,,,real,,,,,mistral-large-latest
22796939,,,mixed,"tense, eerie",,,,mistral-large-latest
16114779,,United States,real,"melancholic, hopeful, desperate",21st,contemporary,War in Afghanistan,mistral-large-latest
12458828,,,mixed,"suspenseful, romantic",,contemporary,,mistral-large-latest
12458829,,,mixed,"suspenseful, romantic, dangerous",,contemporary,,mistral-large-latest
9463563,,,real,"warm, hopeful",,,,mistral-large-latest
23208104,,United States,real,"tense, somber",21st,contemporary,,mistral-large-latest
9463561,Green,United States,real,"warm, tense",,contemporary,,mistral-large-latest
32177192,Paris,France,real,"tense, melancholic",20th,,,mistral-large-latest
12458821,,,fictional,"uneasy, forbidden",,,,mistral-large-latest
596920,Hong Kong,China,real,"tense, suspenseful",,contemporary,,mistral-large-latest
18468020,,United States,real,"suspenseful, dark",21st,contemporary,,mistral-large-latest
18189999,,Brazil,real,"hypnotic, engaging",20th,,,mistral-large-latest
27693272,Paris,France,mixed,"foreboding, intrigue",,post-war,arcane war,mistral-large-latest
596926,,England,real,"exciting, tense",16th,Elizabethan,Anglo-Spanish War,mistral-large-latest
18189990,,Malaysia,real,"eerie, romantic, mysterious",19th,colonial,,mistral-large-latest
15243630,,United Kingdom,real,"playful, lighthearted",,contemporary,,mistral-large-latest
15900897,,,mixed,"tense, uncertain",,,,mistral-large-latest
25081415,,United Kingdom,real,"tense, passionate",19th,Regency,,mistral-large-latest
18468025,,England,real,"intriguing, tense",18th,Georgian,,mistral-large-latest
34329805,,,real,"motivational, hopeful",,contemporary,,mistral-large-latest
2972957,,United Kingdom,real,"grim, sobering",20th,pre-World War II,Great Depression,mistral-large-latest
6359544,,,real,"thought-provoking, contemplative",,,,mistral-large-latest
25918513,,,real,"curious, fun",,,,mistral-large-latest
30833565,,Australia,real,"tense, hopeful",,contemporary,,mistral-large-latest
28385535,,,real,"urgent, desperate",,contemporary,,mistral-large-latest
1163226,,,real,"reflective, hopeful",,,,mistral-large-latest
9284802,Amman,Jordan,real,"somber, hopeful",,contemporary,,mistral-large-latest
446868,,,real,"tender, reflective",,contemporary,,mistral-large-latest
54276,Vienna,Austria,real,reflective,20th,early 1900s,,mistral-large-latest
3082635,,Germany,real,"tense, grave",20th,World War II,Second World War,mistral-large-latest
1025074,,,fictional,"tense, provocative",22nd,futuristic,,mistral-large-latest
17575466,,,mixed,"mysterious, evocative",,near future,,mistral-large-latest
15837683,,Finland,real,"suspenseful, foreboding",,contemporary,,mistral-large-latest
30971680,,,real,"thought-provoking, engaging",17th,early modern,"French Revolution, 2008 financial crisis",mistral-large-latest
7966174,,,real,"motivational, uplifting",,,,mistral-large-latest
30971682,Chicago,United States,real,"suspenseful, hopeful",20th,Prohibition era,"gangster era, Al Capone",mistral-large-latest
33283402,,,real,"thought-provoking, grim",,historical,"Stone Age, world wars, communist revolutions",mistral-large-latest
30971684,,,mixed,"exciting, tense",,,,mistral-large-latest
30971685,Sterling,United States,mixed,"tense, intriguing",,contemporary,,mistral-large-latest
30971686,,United States,real,"joyful, hopeful",21st,contemporary,,mistral-large-latest
18192847,,,real,"suspenseful, gritty",,contemporary,,mistral-large-latest
18192846,,,fictional,intense,,,,mistral-large-latest
18192843,,United States,real,"tense, romantic",21st,contemporary,,mistral-large-latest
18192841,,,real,"playful, tense",,,,mistral-large-latest
18192840,,,mixed,"suspenseful, eerie",,,,mistral-large-latest
22542042,,Japan,real,"informative, accessible",,,,mistral-large-latest
1163220,Venice,Italy,real,"suspenseful, menacing",21st,modern,,mistral-large-latest
29326097,,,real,"lighthearted, curious",,prehistoric to modern,,mistral-large-latest
54270,Vienna,Austria,real,"oppressive, foreboding",20th,World War I and interwar period,"First World War, Munich Beer Hall Putsch",mistral-large-latest
346383,Detroit,United States,real,,19th-20th,Industrialization,Industrialization of American cities,mistral-large-latest
30010194,,,fictional,"tense, adventurous",,,,mistral-large-latest
3783663,,Iran,real,"tense, emotional",,contemporary,Iran-Iraq War,mistral-large-latest
1641083,York,United Kingdom,real,,,,,mistral-large-latest
3038871,,,real,"lighthearted, curious",,,,mistral-large-latest
13082921,Tokyo,Japan,real,"suspenseful, gritty",21,contemporary,,mistral-large-latest
25402549,,United States,real,"foreboding, tense",20th,Great Depression,"World War I aftermath, Great Depression",mistral-large-latest
25647297,,,real,informative,,,,mistral-large-latest
25799079,,United States,real,"uneasy, paranoid, foreboding",21st,contemporary,,mistral-large-latest
34704992,Yeddaw,,fictional,"tense, hopeful",,,,mistral-large-latest
30821261,,,real,"suspenseful, passionate",,contemporary,,mistral-large-latest
15837689,Nantucket,United States,real,"tense, nostalgic",21st,contemporary,,mistral-large-latest
25799070,,,fictional,"uncanny, suspenseful",,contemporary,,mistral-large-latest
19048320,,,real,"melancholic, hopeful",,,,mistral-large-latest
12468741,Paris,France,real,"elegant, charming",21st,contemporary,,mistral-large-latest
5280606,Mount Cook Village,New Zealand,real,"hopeful, tense",20th,late 20th century,Paralympic Games (2000),mistral-large-latest
19256674,,United States of America,real,,,historical,,mistral-large-latest
7650279,,,real,"suspenseful, mysterious",,,,mistral-large-latest
27859395,New York City,United States,real,"tense, passionate",21st,contemporary,,mistral-large-latest
16241078,,,real,neutral,,,,mistral-large-latest
19256672,Venice,Italy,mixed,"exciting, mysterious",,contemporary with time-travel elements,ancient Egypt,mistral-large-latest
27280240,,United States,real,"reflective, urgent",18th,Age of Revolution,"American Revolution, Napoleonic Wars",mistral-large-latest
268461,,"Afghanistan, Iran",real,"contemplative, intrigued",,ancient to contemporary,"trade routes, religious and political turmoil",mistral-large-latest
268463,,Iran,real,"adventurous, mystical",ancient,pre-Islamic,,mistral-large-latest
34637232,,,real,"introspective, emotional",,,,mistral-large-latest
268469,Hollywood,United States,real,"introspective, emotional",,contemporary,,mistral-large-latest
25717062,,United Kingdom,real,"mysterious, haunting, tense",20th,contemporary,,mistral-large-latest
29788139,,,real,,,,,mistral-large-latest
13325505,,Estonia,real,"melancholic, thoughtful",,contemporary,,mistral-large-latest
13325504,,United States,real,"reflective, dramatic",20th,Cold War,"World War II, Cuban Missile Crisis, Civil Rights Movement",mistral-large-latest
25717066,,,real,"tense, erotic",,,,mistral-large-latest
35201178,,England,real,reflective,13th,Medieval,"Reign of Henry III, Plantagenet dynasty",mistral-large-latest
19222476,,,real,"engaging, helpful",,contemporary,,mistral-large-latest
35401992,,,real,"tense, uncanny",21st,contemporary,,mistral-large-latest
30970791,,,mixed,"tense, melancholic, hopeful",,contemporary,,mistral-large-latest
30970790,London,United Kingdom,real,"gripping, suspenseful",19th,Victorian era,"post-Waterloo society, social upheaval",mistral-large-latest
31622344,,,real,"suspenseful, uncertain",,,,mistral-large-latest
28592019,,,real,"solemn, hopeful",,Christian era,,mistral-large-latest
31675216,Charleston,United States,real,"tense, ominous",21st,contemporary,,mistral-large-latest
10318640,,United States,real,"somber, hopeful",21st,post-9/11,September 11 attacks,mistral-large-latest
598199,,United States,real,"reflective, inspirational",,historical,"Civil Rights Movement, slavery, Great Migration",mistral-large-latest
6728819,,,real,"reflective, hopeful",20th,World War II,World War II,mistral-large-latest
23278689,,,real,"thought-provoking, contemplative",,,,mistral-large-latest
13611714,,,mixed,"tense, unforgettable",,contemporary,,mistral-large-latest
13611715,Menzoberranzan,,fictional,"tense, hopeful",,fantasy,,mistral-large-latest
